Name,Date,Likes,Views,Comments
ROMEO,2015-11-04,27087,802705,1988
Brown Eyed Girls,2015-11-04,51997,4456268,3074
Brown Eyed Girls,2015-11-04,39615,3024119,2724
Year 7 Class 1,2015-11-03,1992,152631,216
Gavy NJ,2015-11-02,6991,517298,292
VAV,2015-11-01,7065,206050,581
High4,2015-11-01,23944,782665,1215
f(x),2015-10-26,712132,47337895,41271
SHINee,2015-10-25,117159,5271263,4748
N.Flying,2015-10-21,24819,1520987,1070
DIA,2015-10-19,34737,2696699,2860
Twice,2015-10-19,3747107,488412391,270978
Topp Dogg,2015-10-18,78418,2651426,5956
Uniq,2015-10-15,51849,1232544,2116
AOA,2015-10-13,138488,15604965,4428
BtoB,2015-10-11,124159,4302524,12558
Oh My Girl,2015-10-07,233385,16541472,13312
BIGFLO,2015-10-07,10899,441725,417
Taeyeon,2015-10-06,2350810,257962807,127166
MelodyDay,2015-10-06,17775,787362,1486
MONSTA X,2015-10-01,1983591,134296871,92691
Lovelyz,2015-09-30,205267,14832840,10976
24K,2015-09-30,325189,11732493,12095
iKON,2015-09-30,1217562,80307876,53333
iKON,2015-09-30,502602,35164136,23628
A-Daily,2015-09-30,1525,84734,123
GOT7,2015-09-28,2418247,225631683,147076
A.H.H.A,2015-09-24,906,55923,269
Mamamoo,2015-09-24,41162,2511195,1074
Cool,2015-09-23,790,151799,64
Nell,2015-09-18,10195,514967,548
DIA,2015-09-17,2131,98550,75
DIA,2015-09-17,3458,195418,173
ZE:A,2015-09-17,6739,297440,633
Jonghyun,2015-09-16,267764,9385635,15289
Super Junior,2015-09-15,458810,32912162,33880
DIA,2015-09-14,54797,4715245,5365
Fly To The Sky,2015-09-14,8724,1223320,708
Fly To The Sky,2015-09-14,6558,858294,408
iKON,2015-09-14,804379,62590950,51347
CNBLUE,2015-09-13,97064,4975092,7443
Lovelyz,2015-09-13,16716,1335618,1106
UP10TION,2015-09-10,170756,7326168,8094
SEVENTEEN,2015-09-09,272426,20597316,8775
Red Velvet,2015-09-08,1512078,151951669,64117
Ladies' Code,2015-09-08,18015,666236,927
CNBLUE,2015-09-07,26670,2145581,857
5tion,2015-09-07,381,36987,5
DAY6,2015-09-06,997475,52371262,37492
MONSTA X,2015-09-06,352040,21435486,13352
GOT7,2015-09-04,76601,3359333,1796
BIGSTAR,2015-09-03,25739,959220,1991
ZE:A J,2015-08-31,3131,240333,222
VIXX,2015-08-27,2377,104904,86
ALLSTAR,2015-08-26,1944,45924,291
"Mamamoo, Basick",2015-08-24,18076,2417998,1120
MyB,2015-08-24,16358,933177,2137
APRIL,2015-08-23,37981,3159878,4857
JJCC,2015-08-19,21986,917401,1217
SG Wannabe,2015-08-19,7588,2407803,516
SG Wannabe,2015-08-19,4429,1639972,334
Girls' Generation,2015-08-18,595403,50601294,38926
Girls' Generation,2015-08-17,1237229,139509642,70735
FTISLAND,2015-08-16,20659,1194266,793
VIXX LR,2015-08-16,159764,6416451,15661
B1A4,2015-08-09,102126,6141323,5383
ZE:A J,2015-08-09,5392,268300,305
GD&T.O.P,2015-08-04,968702,82224188,30717
BIGBANG,2015-08-04,1958678,235178337,92159
T-ara,2015-08-03,261005,36194430,25884
Apink,2015-08-03,74217,8676415,3714
SHINee,2015-08-02,365215,20385934,18452
Baby Boo,2015-08-01,751,65433,128
Wonder Girls,2015-07-31,220866,22154774,11633
Dickpunks,2015-07-30,508,36434,18
ZPZG,2015-07-29,10952,370554,629
Beast,2015-07-26,230345,17773929,18648
Hello Venus,2015-07-21,158665,22295641,5595
Beast,2015-07-19,124638,7721734,8162
Sonamoo,2015-07-19,38977,2429032,2158
Awesome Baby,2015-07-17,4107,110841,400
Super Junior,2015-07-15,437727,21622028,48201
N*White,2015-07-15,1148,89953,120
Infinite,2015-07-13,873590,54779005,73306
GOT7,2015-07-12,5123820,426943018,246138
D.Holic,2015-07-07,1556,34253,93
Take,2015-07-07,2504,138207,88
LoveUs,2015-07-05,4595,409405,352
A.cian,2015-07-03,1205,30093,85
4Ten,2015-07-02,8367,952945,333
Minx,2015-07-01,87703,3482343,8479
Hotshot,2015-07-01,111419,3078537,5083
BIGBANG,2015-06-30,1396505,155927043,72102
Myname,2015-06-30,10606,711319,550
Crayon Pop,2015-06-29,32204,4575959,1878
BtoB,2015-06-28,201023,11142553,14975
Playback,2015-06-24,74278,3969939,3735
4Men,2015-06-23,2494,594763,101
AOA,2015-06-21,499024,76382106,22983
Teen Top,2015-06-21,139434,9971499,8817
SISTAR,2015-06-21,188285,17526907,6360
Mamamoo,2015-06-18,541149,43920723,19356
Apink,2015-06-15,311363,49020401,18454
Song Jieun,2015-06-15,22497,2240406,575
2PM,2015-06-14,896261,69844281,51433
December,2015-06-12,2249,243205,130
Tritops,2015-06-10,1531,101696,65
TimeZ,2015-06-10,3445,142883,164
MBLAQ,2015-06-08,18990,423307,1873
MelodyDay,2015-06-08,11640,1011616,438
Girls' Generation,2015-06-07,1033276,120475112,100925
A.KOR BLACK,2015-06-04,1684,53666,331
BIGBANG,2015-06-04,936236,94132828,40439
Boys Republic,2015-06-03,26098,885523,1753
High4,2015-06-03,15477,499513,877
EXO,2015-06-02,2112353,145427215,203393
HALO,2015-06-02,20298,678339,780
BIGBANG,2015-06-01,6677222,655293125,345389
4Men,2015-06-01,5856,1302041,218
Speed,2015-05-31,56154,1901984,3638
EXO,2015-05-30,3834535,329106681,335110
SEVENTEEN,2015-05-29,214623,12437111,6157
miss A,2015-05-29,804760,104126753,39692
Urban Zakapa,2015-05-28,77795,5529519,1522
CLC,2015-05-27,95417,5312724,4199
2000won,2015-05-27,1664,91852,88
JJY Band,2015-05-26,22972,1160899,2502
BTS,2015-05-23,9065623,771634639,513014
Urban Zakapa,2015-05-22,15649,2490187,347
Boyfriend,2015-05-22,16943,613910,1122
Uniq,2015-05-21,70046,2624310,3021
A6P,2015-05-20,18125,579966,1603
HISTORY,2015-05-20,35012,1221235,1818
N.Flying,2015-05-19,88022,2616127,3222
SHINee,2015-05-18,1013954,63886283,47958
GOT7,2015-05-18,97700,4461031,2082
MONSTA X,2015-05-13,435950,25338617,14739
Myname,2015-05-12,65509,3916866,2855
Take,2015-05-12,1645,141304,33
Girl's Day,2015-05-11,93332,13676274,4029
Jun Hyoseong,2015-05-10,47855,7804342,1758
BESTie,2015-05-07,127304,10579652,5669
ROMEO,2015-05-06,30288,1069816,3095
TXT,2015-05-03,1423361,13108421,51548
Lovelyz,2015-05-02,67275,5478369,5809
BIGBANG,2015-04-30,2111676,259155705,108975
BIGBANG,2015-04-30,1236391,144013085,59753
BTS,2015-04-29,3385004,239058771,127166
Cupid,2015-04-29,914,62088,195
Infinite,2015-04-28,51475,3911632,2745
A.cian,2015-04-26,1847,219608,108
Uniq,2015-04-23,362740,12918814,16404
Mr.Mr,2015-04-23,15331,647658,857
Hotshot,2015-04-23,72099,2597182,3205
Oh My Girl,2015-04-19,91915,7718530,5021
Gavy NJ,2015-04-19,2135,249604,43
Apink,2015-04-18,42481,4404569,1633
FTISLAND,2015-04-17,7688,512226,304
NU'EST,2015-04-16,37006,1874082,1988
Tritops,2015-04-15,945,67953,49
Dal Shabet,2015-04-14,114610,16562602,4874
Jinusean,2015-04-14,89326,7341918,4818
Infinite H,2015-04-13,45269,1333955,1842
M&D,2015-04-13,155476,5296076,8094
Bastarz,2015-04-13,224708,9600417,10195
EXID,2015-04-12,540532,83392865,17981
24K,2015-04-12,84529,3361185,2835
CROSS GENE,2015-04-12,99596,3755357,6699
J.Y. Park,2015-04-11,705680,85734828,52791
Daybreak,2015-04-10,2216,213712,46
Girls' Generation,2015-04-09,824191,84841107,55721
JJCC,2015-04-08,7284,298066,298
Take,2015-04-03,6556,417596,220
Mamamoo,2015-04-01,99893,7229465,2824
Super Junior-D&E,2015-03-31,302634,11405067,10065
Blady,2015-03-30,4562,233331,244
Crayon Pop,2015-03-26,61435,5474914,6389
Sonamoo,2015-03-25,5614,260866,290
Hotshot,2015-03-24,23510,652994,850
N-Sonic,2015-03-23,5954,216491,255
FTISLAND,2015-03-22,114393,4810103,8585
CNBLUE,2015-03-19,14074,1150592,501
Bubble X,2015-03-19,435,19657,14
Untouchable,2015-03-18,1407,93995,81
Davichi,2015-03-18,57360,14784196,2770
CLC,2015-03-18,253531,13659692,15239
SUS4,2015-03-17,3325,320136,417
Red Velvet,2015-03-15,1524699,136164437,70751
Red Velvet,2015-03-14,368365,27746969,17306
Madtown,2015-03-11,54558,2586577,2049
A.cian,2015-03-10,2275,75441,95
Boyfriend,2015-03-08,138369,7771723,6166
B.I.G,2015-03-05,21389,693978,1150
K-Much,2015-03-05,1923,78776,99
Super Junior-D&E,2015-03-05,330934,23056354,23012
Fiestar,2015-03-03,129864,20747575,5433
Myname,2015-03-01,11316,809255,657
NU'EST,2015-02-26,20151,541341,1301
Shinhwa,2015-02-25,44303,2468431,3209
Lip Service,2015-02-25,2054,129843,111
Untouchable,2015-02-24,1190,53193,68
U-KISS,2015-02-24,13606,999794,854
VIXX,2015-02-23,101843,5501664,11680
K-Much,2015-02-16,4685,144318,471
Niel,2015-02-15,31348,1817773,1360
Infinite,2015-02-11,65255,4646729,3130
Myname,2015-02-11,74976,3643463,3164
After School,2015-02-09,7088,581899,556
Berry Good,2015-02-08,13254,1260381,1179
4Minute,2015-02-08,2064263,195640941,65651
Mamamoo,2015-02-05,14009,580965,622
Shinhwa,2015-02-02,12963,594152,821
A.T.O,2015-01-28,165,4748,33
Sunny Hill,2015-01-28,10045,1047328,805
Wassup,2015-01-26,29566,1434125,1044
Infinite H,2015-01-25,102950,5278454,6278
4Minute,2015-01-25,120651,8867862,7328
Davichi,2015-01-23,31786,5888501,802
U-KISS,2015-01-22,35862,1533269,3108
1PUNCH,2015-01-22,21897,870196,1697
1PUNCH,2015-01-22,34026,1436149,2720
Davichi,2015-01-21,61859,10123857,1331
Big Byung,2015-01-16,82060,2465173,3832
JJCC,2015-01-13,78600,3413411,4275
Tahiti,2015-01-12,14679,1843374,917
Jonghyun,2015-01-10,108444,4833700,4966
Hello Venus,2015-01-08,101315,5704533,4929
Noel,2015-01-08,9896,4110351,286
Jonghyun,2015-01-08,259364,11155122,17472
HALO,2015-01-08,10180,473212,403
Tritops,2015-01-05,216,3638,17
4Ten,2015-01-04,7295,891267,481
High4,2015-01-04,25030,1177259,1028
Epik High,2015-01-02,16863,745528,448
Sonamoo,2014-12-28,88269,5193707,5230
The SeeYa,2014-12-28,5388,565012,297
BtoB,2014-12-21,86435,6246784,6228
Nell,2014-12-15,24379,1917291,784
MelodyDay,2014-12-11,6808,778031,209
Teen Top,2014-12-10,10307,291707,596
Wassup,2014-12-08,19009,1020167,991
"Dynamic Duo, Lena Park",2014-12-05,1065,353854,23
BtoB,2014-12-04,55868,3874459,2668
Untouchable,2014-12-03,1027,34634,89
A-Daily,2014-12-03,613,37391,66
Clazziquai Project,2014-12-02,4901,456832,116
Clazziquai Project,2014-12-02,1147,120850,46
Infinite F,2014-11-30,118297,5494265,6595
Yery Band,2014-11-28,360,23176,30
U-KISS,2014-11-28,12163,806383,976
Sunny Hill,2014-11-26,7155,659143,345
Tiny-G M,2014-11-24,33316,1654924,1399
BIGFLO,2014-11-24,15120,571742,777
Apink,2014-11-23,394059,73700618,18380
T-ara,2014-11-23,74762,9531049,1974
GD X TAEYANG,2014-11-20,3159077,365558120,99316
Mamamoo,2014-11-20,217523,18312291,6504
HALO,2014-11-19,14489,535991,590
5URPRISE,2014-11-17,73435,3336235,3913
Lovelyz,2014-11-16,81540,7655033,5375
GOT7,2014-11-16,1128491,83477154,57214
Boys Republic,2014-11-11,39136,1594182,1674
AOA,2014-11-10,449735,65001345,19221
Teen Top,2014-11-09,75353,5779351,3096
Lovelyz,2014-11-09,83547,5896393,6834
CROSS GENE,2014-11-09,30280,1758850,1865
Urban Zakapa,2014-11-07,2979,777363,68
Year 7 Class 1,2014-11-06,1367,125735,145
Hello Venus,2014-11-05,43059,6874968,2599
Urban Zakapa,2014-11-04,7696,2069411,262
Spica,2014-11-04,17823,1562798,808
Boyfriend,2014-11-02,27322,1394974,1461
The Legend,2014-10-30,5058,152122,186
2AM,2014-10-29,21109,1470253,1193
A.cian,2014-10-28,14058,794124,565
As One,2014-10-28,95127,108733376,3693
Hotshot,2014-10-28,77082,2851795,3207
Super Junior,2014-10-27,285617,22336332,18429
2AM,2014-10-26,27032,1608136,1559
D.Holic,2014-10-24,1566,40817,92
D.Holic,2014-10-24,755,19212,42
Topp Dogg,2014-10-23,33244,1305191,2715
Uniq,2014-10-23,62062,2239334,2350
Beast,2014-10-23,17598,1569506,485
S,2014-10-23,28283,1134032,1639
Super Junior,2014-10-22,384920,35503890,26964
BTS,2014-10-21,5078796,327923369,214905
Epik High,2014-10-21,217743,12737423,10331
B.I.G,2014-10-20,52448,1823213,2628
Epik High,2014-10-20,374964,24899185,19169
Beast,2014-10-19,240879,25320638,23718
Uniq,2014-10-19,193539,7204521,9053
AlphaBAT,2014-10-15,3775,104372,193
Girl's Day,2014-10-14,99478,14309575,3604
Girls' Generation,2014-10-14,29018,2491053,1258
VIXX,2014-10-13,444245,31087733,28312
Song Jieun,2014-10-13,71235,7845908,3162
Boyfriend,2014-10-12,194964,11680249,8019
T-ara,2014-10-10,557563,96552512,89620
T-ara,2014-10-10,78908,13788998,6100
NU'EST,2014-10-10,44695,2857733,2531
Red Velvet,2014-10-09,585158,32597305,28005
Gavy NJ,2014-10-06,6999,1044698,233
Madtown,2014-10-05,107755,5152107,4844
FTISLAND,2014-09-30,34250,2256948,1489
GOT7,2014-09-30,219865,13301036,7238
Noel,2014-09-29,1494,290934,69
BtoB,2014-09-28,161681,11803314,8999
ZPZG,2014-09-25,10420,381799,827
Song Jieun,2014-09-23,139898,8619027,3984
Clazziquai Project,2014-09-18,6199,681197,304
Minx,2014-09-18,45501,1611354,3171
Girls' Generation-TTS,2014-09-17,302599,29159725,21203
Ladies' Code,2014-09-15,140717,5619463,8032
N*White,2014-09-15,3413,213677,399
Teen Top,2014-09-14,95226,8079927,4617
T-ara,2014-09-11,602806,88682467,33800
Spica.S,2014-09-11,16451,1563442,684
2PM,2014-09-09,413838,35969842,28778
A.KOR,2014-09-04,13882,783323,3200
Orange Caramel,2014-09-02,11669,1005439,659
WINNER,2014-08-30,291314,17505576,13401
Super Junior,2014-08-28,1431561,110659886,179451
100%,2014-08-28,3725,348456,164
CNBLUE,2014-08-27,39473,3518644,1519
EXID,2014-08-26,1199288,121574446,37270
High4,2014-08-26,26585,1269913,1207
Touch,2014-08-25,3458,129163,225
SISTAR,2014-08-25,194451,29063362,7022
4Ten,2014-08-25,12497,678170,982
AlphaBAT,2014-08-21,5418,182749,394
JJCC,2014-08-20,39088,1770764,2149
Lip Service,2014-08-20,11803,585722,720
Sunny Hill,2014-08-20,9269,1175758,641
BTS,2014-08-19,3247649,193476795,127548
Big Byung,2014-08-19,169988,5472825,8524
Orange Caramel,2014-08-17,20662,1103205,1481
Taemin,2014-08-15,511921,34613108,31930
B.A.P,2014-08-11,41505,2865241,2042
WINNER,2014-08-11,568120,52435346,36134
WINNER,2014-08-11,218105,17216925,13294
SECRET,2014-08-10,105582,17618002,3780
Spica,2014-08-07,28989,1895128,2000
Ladies' Code,2014-08-06,18327,1081443,1234
Red Velvet,2014-08-03,1357834,112959708,116253
Clazziquai Project,2014-08-01,3368,359910,170
4L,2014-08-01,34059,5478295,5894
Girls' Generation,2014-08-01,39884,3538212,1284
Sunny Hill,2014-07-31,9124,1138319,522
CNBLUE,2014-07-30,26185,2303094,1109
JYJ,2014-07-28,155005,17451094,15868
LC9,2014-07-28,6495,191245,540
NU'EST,2014-07-28,22984,1017902,1107
"High4, Lim Kim",2014-07-28,24893,1559806,1126
BESTie,2014-07-27,28522,3917576,1145
CROSS GENE,2014-07-26,6292,302029,316
Blast,2014-07-23,710,21827,52
Block B,2014-07-23,464445,34531513,15513
Daybreak,2014-07-22,1702,182397,102
Delight,2014-07-21,6055,380645,490
Boys Republic,2014-07-21,24613,1313669,1215
Boyfriend,2014-07-21,14308,1137606,804
Infinite,2014-07-20,468923,35951937,40645
SISTAR,2014-07-20,745553,117116222,28186
"Dynamic Duo, DJ Premier",2014-07-16,148937,5996596,6211
A.KOR,2014-07-14,5629,370083,5855
Crayon Pop,2014-07-13,5712,731745,263
Girl's Day,2014-07-13,264309,54241298,10557
B1A4,2014-07-13,127601,8647057,9075
BESTie,2014-07-10,4355,286120,159
CROSS GENE,2014-07-10,16653,794074,918
B.I.G,2014-07-08,79906,2550804,7548
Evening,2014-07-08,4322,528985,387
NU'EST,2014-07-08,212186,15498677,9931
CROSS GENE,2014-07-08,46981,2276529,2453
100%,2014-07-07,23371,1292764,2079
C-Clown,2014-07-07,58690,3151684,4713
Davichi,2014-07-04,16777,2005865,775
LU:KUS,2014-07-04,49752,2418266,2382
Clazziquai Project,2014-07-04,2783,304239,180
Song Jieun,2014-07-03,19480,1450776,444
Tiny-G,2014-07-02,31666,2274367,1844
Wings,2014-07-02,7577,316916,468
f(x),2014-07-02,590862,51006387,45857
Fiestar,2014-07-01,78230,15125691,3913
2NE1,2014-06-25,132792,10663698,6542
HALO,2014-06-25,22477,978384,1290
Untouchable,2014-06-24,3326,101115,137
HISTORY,2014-06-22,36219,1606542,2052
GOT7,2014-06-22,1388284,124561569,84767
BIGFLO,2014-06-22,50741,1930077,2698
Davichi,2014-06-19,4288,816750,206
AOA,2014-06-18,193795,41814330,8173
Dynamic Duo,2014-06-17,1828,485573,85
Mamamoo,2014-06-17,200373,10697384,6448
Beast,2014-06-15,363524,42744075,48505
Apink,2014-06-15,25040,2630308,1126
Tahiti,2014-06-11,9120,960556,797
Boyfriend,2014-06-10,30041,1591309,1442
Beast,2014-06-09,137428,12853885,11713
Wassup,2014-06-09,3990,281248,380
Bob Girls,2014-06-09,12909,830448,1260
Topp Dogg,2014-06-08,81377,3470044,6648
N-Sonic,2014-06-08,4598,240460,281
Davichi,2014-06-05,8628,1660052,592
Fly To The Sky,2014-06-05,1317,104858,65
ZE:A,2014-06-05,164150,9271442,11659
Boyfriend,2014-06-04,177961,13353646,7758
B.A.P,2014-06-02,78646,3323656,8202
U-KISS,2014-06-01,106162,8174347,14477
SHINee,2014-05-29,54370,3979318,2385
Dynamic Duo,2014-05-29,1742,133131,93
N-Sonic,2014-05-28,4752,247059,210
VIXX,2014-05-26,241602,20537795,16413
Year 7 Class 1,2014-05-26,1463,204244,120
Boyfriend,2014-05-26,11667,876969,811
15&,2014-05-25,35975,1947731,2005
Infinite,2014-05-20,252903,20553024,29608
Beast,2014-05-20,55931,5070890,2865
Fly To The Sky,2014-05-20,18170,2561365,1088
2NE1,2014-05-20,622182,60245184,33340
Urban Zakapa,2014-05-19,3317,511692,87
Orange Caramel,2014-05-19,17109,1453645,626
Mr.Mr,2014-05-15,9214,400954,442
BTL,2014-05-14,42107,1869326,2913
4Men,2014-05-12,7925,875441,257
4Men,2014-05-12,4541,338679,215
T-ara,2014-05-12,2877,161118,179
Jun Hyoseong,2014-05-11,52820,6576894,3620
FTISLAND,2014-05-08,24557,1714356,1152
EXO,2014-05-06,2802390,253802947,223776
Mr.Mr,2014-05-06,3390,141571,187
AKMU,2014-05-01,1484095,104530892,26190
100%,2014-04-27,5604,165731,294
CNBLUE,2014-04-15,32958,3181703,1405
AKMU,2014-04-14,220821,12708078,9447
Nell,2014-04-14,8234,425818,382
Block B,2014-04-14,261054,22208140,10701
2000won,2014-04-11,5881,334403,327
AKMU,2014-04-07,659433,67222790,18071
"High4, IU",2014-04-07,851980,132764822,20619
Toheart,2014-04-06,40475,1510841,2037
BTS,2014-04-06,3781615,219384270,140678
CNBLUE,2014-04-04,27077,2506834,1249
Speed,2014-04-02,41195,1781364,1938
Billionaire,2014-04-01,4030,160905,189
Crayon Pop,2014-03-31,128804,17789050,11772
Apink,2014-03-30,553669,91257961,22728
M.I.B,2014-03-30,50365,3003589,2419
Super Junior-M,2014-03-30,343766,30823749,19672
A-PRINCE,2014-03-27,1813,74613,215
Tint,2014-03-27,10808,878406,1751
Gavy NJ,2014-03-25,3309,422956,104
Boyfriend,2014-03-24,25464,1532441,1
JJCC,2014-03-23,54057,2266815,4324
MBLAQ,2014-03-23,83387,4521575,12925
Speed,2014-03-17,19696,686643,1059
100%,2014-03-16,42816,2039138,3553
FTISLAND,2014-03-16,18724,1411379,785
4Minute,2014-03-16,207509,26327228,11932
Wings,2014-03-11,25667,1232270,1370
Orange Caramel,2014-03-11,489568,35849201,21601
Toheart,2014-03-10,144105,5125061,9380
1PS,2014-03-02,7177,481280,517
2NE1,2014-03-02,301709,25193181,20287
2NE1,2014-03-02,1276435,110640053,125832
BESTie,2014-02-27,45431,5442871,1936
Nell,2014-02-27,22403,2343437,992
TVXQ!,2014-02-26,126183,9186786,12448
K-Girls,2014-02-26,1113,77461,95
Girls' Generation,2014-02-25,920998,100300042,166154
AlphaBAT,2014-02-24,44179,1647784,2412
MelodyDay,2014-02-24,5595,401638,206
CNBLUE,2014-02-23,258665,22640489,22186
Yery Band,2014-02-20,1651,68346,131
AlphaBAT,2014-02-19,2100,47836,155
Boys Republic,2014-02-19,33916,1527772,1739
Speed,2014-02-17,25882,1283198,1484
Speed,2014-02-17,19447,715591,1229
BtoB,2014-02-16,196855,14687166,11648
Brown Eyed Soul,2014-02-14,5112,1384039,271
Topp Dogg,2014-02-12,119538,5058464,6795
Ladies' Code,2014-02-12,16573,1606232,708
Vetty L,2014-02-12,276,20381,27
C-Clown,2014-02-12,25673,1246424,2229
BTS,2014-02-11,6416257,438967157,300102
"Mamamoo, K.will",2014-02-10,44901,4025830,1729
GP Basic,2014-02-06,14370,933824,1812
Touch,2014-02-05,8417,398682,553
Lip Service,2014-02-03,35087,1909315,2844
B.A.P,2014-02-02,259276,17650722,34674
U-KISS,2014-01-30,14267,921615,1139
Spica,2014-01-26,80553,6210196,4661
A-PRINCE,2014-01-25,987,37847,89
Sunny Hill,2014-01-23,7604,730653,347
Year 7 Class 1,2014-01-23,3769,442967,546
Koyote,2014-01-22,1758,185178,107
The SeeYa,2014-01-20,3936,325408,231
Rainbow Blaxx,2014-01-19,53333,13022186,3169
Myname,2014-01-19,9733,723372,629
Topp Dogg,2014-01-15,35415,1770373,2364
AOA,2014-01-15,526451,99362926,22632
FTISLAND,2014-01-15,16036,1595050,519
AshGray,2014-01-15,33,726,4
A-PRINCE,2014-01-14,3090,146367,288
GOT7,2014-01-14,1400598,103137046,109471
Apink,2014-01-12,44508,5731518,2862
B1A4,2014-01-12,159046,11795894,15102
"Mamamoo, Bumkey",2014-01-08,62823,3808279,2280
Dal Shabet,2014-01-07,85497,15317878,4753
K-Much,2014-01-06,11855,592165,1599
BEATWIN,2014-01-05,13766,618363,1299
Brown Eyed Soul,2014-01-03,3722,709376,162
Girl's Day,2014-01-02,246106,32264961,9636
Wassup,2014-01-02,2089,109090,114
M.C The Max,2014-01-02,10453,4036516,1106
VIXX,2014-01-02,23438,739010,1816
The SeeYa,2014-01-02,7151,344774,839
TVXQ!,2014-01-01,242889,18246311,62078
Nemesis,2013-12-27,556,47770,29
SHINee,2013-12-20,168742,9839612,9312
After School,2013-12-19,10656,817656,784
Brown Eyed Soul,2013-12-19,79558,18521204,4808
Wassup,2013-12-18,3699,215478,192
AlphaBAT,2013-12-17,9690,389615,605
Miss S,2013-12-17,2723,288888,106
Super Junior-D&E,2013-12-16,185969,10211922,17213
BESTie,2013-12-16,5028,451500,192
T-ara,2013-12-14,69293,9070489,5244
K-Girls,2013-12-12,760,91546,45
J-Walk,2013-12-12,140,13337,10
LPG,2013-12-12,59,2237,7
Topp Dogg,2013-12-11,14823,499451,1583
Super Junior,2013-12-11,48857,3638094,4229
BIGSTAR,2013-12-11,8958,321599,547
5tion,2013-12-10,274,50578,6
Urban Zakapa,2013-12-09,2310,300242,89
SECRET,2013-12-08,44004,5361004,2757
Untouchable,2013-12-06,2889,74338,162
Koyote,2013-12-06,2824,252136,188
T-ara,2013-12-04,67236,8340607,5149
EXO,2013-12-04,964209,61207748,57307
9MUSES,2013-12-03,57709,9100220,4124
LPG,2013-12-02,65,1672,6
Crayon Pop,2013-12-01,71190,14451856,7046
M.I.B,2013-12-01,14603,1082018,793
Noel,2013-11-27,10169,2438816,291
Tasty,2013-11-27,32495,1301488,1751
Urban Zakapa,2013-11-26,9000,2386382,496
Dickpunks,2013-11-26,4568,574352,231
2AM,2013-11-26,49257,1704954,2047
HISTORY,2013-11-25,34875,3563009,1907
Dynamic Duo,2013-11-22,14496,868335,640
Dynamic Duo,2013-11-22,22883,4383367,868
SHINee,2013-11-20,64500,4389516,3026
2NE1,2013-11-20,484668,46668747,36305
100% V,2013-11-19,7945,371606,455
Wassup,2013-11-19,28306,1959888,2413
VIXX,2013-11-19,258002,13288814,17711
Blady,2013-11-18,4033,144324,377
A-JAX,2013-11-17,5358,291900,364
FTISLAND,2013-11-17,83777,6380418,4636
AlphaBAT,2013-11-14,56505,2680247,2890
Davichi,2013-11-12,1703,69750,76
Untouchable,2013-11-11,7629,384303,381
T-ara,2013-11-11,1043,107391,34
B1A4,2013-11-07,18701,3739108,881
Mr.Mr,2013-11-07,31361,1624428,2006
miss A,2013-11-05,634102,68973103,23422
Myname,2013-11-04,6651,424367,470
Girls' Generation,2013-11-04,379427,69365436,44165
Girls' Generation,2013-11-04,325267,46718429,29772
Fiestar,2013-10-31,40354,6869542,2734
U-KISS,2013-10-30,59523,3998833,10005
Tint,2013-10-29,16813,1783078,1564
Trouble Maker,2013-10-27,506201,58027127,31412
A-JAX,2013-10-27,7332,343961,519
N-Sonic,2013-10-24,8731,447096,431
Teen Top,2013-10-24,21030,842694,1965
5tion,2013-10-24,146,17429,5
Topp Dogg,2013-10-23,87208,3975541,6863
Urban Zakapa,2013-10-23,4334,1142966,169
Delight,2013-10-23,2447,126230,277
A-PRINCE,2013-10-20,801,23676,86
BESTie,2013-10-16,68749,11643737,4254
As One,2013-10-14,3034,396478,135
Girl's Day,2013-10-13,13609,1573841,913
9MUSES,2013-10-13,42878,6069000,2752
SHINee,2013-10-10,542830,48386672,69298
Myname,2013-10-10,34624,2500803,2434
Teen Top,2013-10-10,21631,977288,1419
AOA,2013-10-09,116581,24801420,5366
2EYES,2013-10-09,314,18773,11
Block B,2013-10-01,450424,32546083,24418
Tiny-G,2013-10-01,63500,5587085,4353
Crayon Pop,2013-09-27,61138,9785834,5906
Demion,2013-09-26,4432,160986,508
Infinite,2013-09-26,92974,6080642,7594
Block B,2013-09-23,108750,7611805,6663
FTISLAND,2013-09-22,55715,4511147,4373
F-ve Dolls,2013-09-16,5239,466389,439
F-ve Dolls,2013-09-11,11666,1046705,1843
BtoB,2013-09-04,160920,13356799,13383
Wassup,2013-09-04,16493,881974,1460
Ladies' Code,2013-09-03,76215,6965624,5356
Touch,2013-09-02,5899,302795,525
Apink,2013-09-02,39550,5540435,2612
NU'EST,2013-09-02,53736,3358013,2422
KARA,2013-09-01,106036,17520781,13160
BtoB,2013-08-28,71017,4445150,4959
Spica,2013-08-27,80508,8748173,4366
Teen Top,2013-08-25,276536,23102734,29834
NU'EST,2013-08-21,42004,1502528,6510
SHINee,2013-08-20,75128,6126983,3359
SHINee,2013-08-20,115570,7921510,7240
KARA,2013-08-20,15626,1475743,2169
A-JAX,2013-08-19,12227,546867,664
HISTORY,2013-08-19,30830,3968498,1860
Wassup,2013-08-16,25016,2292022,2251
CNBLUE,2013-08-13,33427,3732800,1760
Super Junior,2013-08-12,388488,42877266,63387
MBLAQ,2013-08-11,25861,1036343,6907
Wassup,2013-08-09,5024,204531,904
ZE:A,2013-08-08,47019,4014248,5194
BIGSTAR,2013-08-07,36988,1922267,2233
2NE1,2013-08-07,279689,25731703,39383
